grading_model,student,run,question,score,CodeExecution_mentioned,CodeExecution_deducted,ProcessFidelity_mentioned,ProcessFidelity_deducted,OutputAccuracy_mentioned,OutputAccuracy_deducted
qwen_qwen3.6-27b,student_mid,16,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,16,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,16,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,16,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,16,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,16,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,17,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,17,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,17,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,17,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,17,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,17,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,18,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,18,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,18,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,18,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,18,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,18,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,19,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,19,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,19,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,19,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,19,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,19,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,20,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,20,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,20,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,20,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,20,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,20,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,21,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,21,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,21,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,21,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,21,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,21,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,22,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,22,Q2,3.5,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,22,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,22,Q4,4.5,True,False,True,True,True,True
qwen_qwen3.6-27b,student_mid,22,Q5,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,22,Q6,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,23,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,23,Q2,4.0,True,False,True,True,True,False
qwen_qwen3.6-27b,student_mid,23,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,23,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,23,Q5,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,23,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,24,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,24,Q2,3.5,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,24,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,24,Q4,4.5,True,False,True,True,True,False
qwen_qwen3.6-27b,student_mid,24,Q5,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,24,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,25,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,25,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,25,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,25,Q4,4.5,True,True,True,False,True,False
qwen_qwen3.6-27b,student_mid,25,Q5,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,25,Q6,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,26,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,26,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,26,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,26,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,26,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,26,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,27,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,27,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,27,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,27,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,27,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,27,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,28,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,28,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,28,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,28,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,28,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,28,Q6,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,29,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,29,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,29,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,29,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,29,Q5,5.0,False,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,29,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,30,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,30,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,30,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,30,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,30,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,30,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,31,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,31,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,31,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,31,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,31,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,31,Q6,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,32,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,32,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,32,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,32,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,32,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,32,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,33,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,33,Q2,3.5,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,33,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,33,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,33,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,33,Q6,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,34,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,34,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,34,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,34,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,34,Q5,5.0,False,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,34,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,35,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,35,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,35,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,35,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,35,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,35,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,36,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,36,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,36,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,36,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,36,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,36,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,37,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,37,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,37,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,37,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,37,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,37,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,38,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,38,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,38,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,38,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,38,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,38,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,39,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,39,Q2,4.0,True,False,True,True,True,False
qwen_qwen3.6-27b,student_mid,39,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,39,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,39,Q5,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,39,Q6,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,40,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,40,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,40,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,40,Q4,4.5,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,40,Q5,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,40,Q6,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,41,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,41,Q2,3.5,True,False,True,True,True,False
qwen_qwen3.6-27b,student_mid,41,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,41,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,41,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,41,Q6,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,42,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,42,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,42,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,42,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,42,Q5,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,42,Q6,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,43,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,43,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,43,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,43,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,43,Q5,5.0,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,43,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,44,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,44,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,44,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,44,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,44,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,44,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,45,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,45,Q2,3.5,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,45,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,45,Q4,4.5,True,True,True,False,True,True
qwen_qwen3.6-27b,student_mid,45,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,45,Q6,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,46,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,46,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,46,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,46,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,46,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,46,Q6,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,47,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,47,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,47,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,47,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,47,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,47,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,48,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,48,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,48,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,48,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,48,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,48,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,49,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,49,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,49,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,49,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,49,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,49,Q6,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,50,Q1,4.5,True,True,False,False,True,False
qwen_qwen3.6-27b,student_mid,50,Q2,4.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_mid,50,Q3,0.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_mid,50,Q4,5.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_mid,50,Q5,5.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_mid,50,Q6,5.0,True,False,False,False,True,False
