grading_model,student,run,question,score,CodeExecution_mentioned,CodeExecution_deducted,ProcessFidelity_mentioned,ProcessFidelity_deducted,OutputAccuracy_mentioned,OutputAccuracy_deducted
qwen_qwen3.6-27b,student_f,41,Q2,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,41,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,41,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,41,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,41,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,41,Q7,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,41,Q8,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,41,Q9,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_f,41,Q10,2.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_f,42,Q1,2.0,True,True,False,False,True,False
qwen_qwen3.6-27b,student_f,42,Q2,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,42,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,42,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,42,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,42,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,42,Q7,2.0,True,False,True,True,True,False
qwen_qwen3.6-27b,student_f,42,Q8,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,42,Q9,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_f,42,Q10,2.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_f,43,Q1,2.0,True,True,False,False,True,False
qwen_qwen3.6-27b,student_f,43,Q2,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,43,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,43,Q4,3.0,False,False,True,False,True,False
qwen_qwen3.6-27b,student_f,43,Q5,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,43,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,43,Q7,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,43,Q8,3.0,False,False,True,False,False,False
qwen_qwen3.6-27b,student_f,43,Q9,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_f,43,Q10,2.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_f,44,Q1,2.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_f,44,Q2,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,44,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,44,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,44,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_f,44,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,44,Q7,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,44,Q8,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,44,Q9,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_f,44,Q10,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_f,45,Q1,2.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_f,45,Q2,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,45,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,45,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,45,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,45,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,45,Q7,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,45,Q8,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,45,Q9,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_f,45,Q10,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,46,Q1,2.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_f,46,Q2,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_f,46,Q3,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_f,46,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,46,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,46,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,46,Q7,3.0,False,False,True,False,False,False
qwen_qwen3.6-27b,student_f,46,Q8,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,46,Q9,3.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_f,46,Q10,2.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_f,47,Q1,2.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_f,47,Q2,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_f,47,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,47,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,47,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,47,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,47,Q7,3.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_f,47,Q8,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,47,Q9,3.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_f,47,Q10,2.0,True,True,True,False,True,False
qwen_qwen3.6-27b,student_f,48,Q1,2.0,True,True,False,False,True,False
qwen_qwen3.6-27b,student_f,48,Q2,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,48,Q3,1.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,48,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,48,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,48,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,48,Q7,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,48,Q8,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,48,Q9,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_f,48,Q10,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,49,Q1,2.0,True,True,False,False,True,False
qwen_qwen3.6-27b,student_f,49,Q2,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,49,Q3,1.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_f,49,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,49,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,49,Q6,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,49,Q7,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_f,49,Q8,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,49,Q9,3.0,True,False,False,False,True,False
qwen_qwen3.6-27b,student_f,49,Q10,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,50,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_f,50,Q2,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_f,50,Q3,1.0,True,False,True,False,True,True
qwen_qwen3.6-27b,student_f,50,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,50,Q5,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,50,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,50,Q7,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,50,Q8,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_f,50,Q9,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_f,50,Q10,2.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_g,1,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,1,Q2,2.0,True,False,True,False,True,True
qwen_qwen3.6-27b,student_g,1,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,1,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,1,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,1,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,1,Q7,3.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,1,Q8,2.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_g,1,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,1,Q10,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_g,2,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,2,Q2,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_g,2,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,2,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,2,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,2,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,2,Q7,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,2,Q8,2.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_g,2,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,2,Q10,2.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_g,3,Q1,2.0,True,True,False,False,True,False
qwen_qwen3.6-27b,student_g,3,Q2,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_g,3,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,3,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,3,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,3,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,3,Q7,2.0,True,True,True,False,True,True
qwen_qwen3.6-27b,student_g,3,Q8,1.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_g,3,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,3,Q10,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_g,4,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,4,Q2,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_g,4,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,4,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,4,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,4,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,4,Q7,2.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,4,Q8,1.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_g,4,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,4,Q10,2.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_g,5,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,5,Q2,2.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,5,Q3,3.0,False,False,True,False,False,False
qwen_qwen3.6-27b,student_g,5,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,5,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,5,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,5,Q7,3.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,5,Q8,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_g,5,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,5,Q10,2.0,False,False,True,True,True,True
qwen_qwen3.6-27b,student_g,6,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,6,Q2,2.0,True,False,True,False,True,True
qwen_qwen3.6-27b,student_g,6,Q3,3.0,False,False,True,False,False,False
qwen_qwen3.6-27b,student_g,6,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,6,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,6,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,6,Q7,3.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,6,Q8,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_g,6,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,6,Q10,2.0,True,True,True,False,True,True
qwen_qwen3.6-27b,student_g,7,Q1,2.0,True,True,False,False,True,False
qwen_qwen3.6-27b,student_g,7,Q2,2.0,True,False,True,False,True,True
qwen_qwen3.6-27b,student_g,7,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,7,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,7,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,7,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,7,Q7,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_g,7,Q8,1.0,True,False,True,True,True,False
qwen_qwen3.6-27b,student_g,7,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,7,Q10,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_g,8,Q1,,False,False,False,False,False,False
qwen_qwen3.6-27b,student_g,8,Q2,,False,False,False,False,False,False
qwen_qwen3.6-27b,student_g,8,Q3,,False,False,False,False,False,False
qwen_qwen3.6-27b,student_g,8,Q4,,False,False,False,False,False,False
qwen_qwen3.6-27b,student_g,8,Q5,,False,False,False,False,False,False
qwen_qwen3.6-27b,student_g,8,Q6,,False,False,False,False,False,False
qwen_qwen3.6-27b,student_g,8,Q7,,False,False,False,False,False,False
qwen_qwen3.6-27b,student_g,8,Q8,,False,False,False,False,False,False
qwen_qwen3.6-27b,student_g,8,Q9,,False,False,False,False,False,False
qwen_qwen3.6-27b,student_g,8,Q10,,False,False,False,False,False,False
qwen_qwen3.6-27b,student_g,9,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,9,Q2,2.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,9,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,9,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,9,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,9,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,9,Q7,3.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,9,Q8,2.0,True,False,True,True,True,False
qwen_qwen3.6-27b,student_g,9,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,9,Q10,2.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_g,10,Q1,2.0,True,True,False,False,True,False
qwen_qwen3.6-27b,student_g,10,Q2,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_g,10,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,10,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,10,Q5,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_g,10,Q6,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_g,10,Q7,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_g,10,Q8,1.0,True,False,True,True,True,False
qwen_qwen3.6-27b,student_g,10,Q9,3.0,True,False,True,False,True,False
qwen_qwen3.6-27b,student_g,10,Q10,2.0,True,False,True,True,True,True
qwen_qwen3.6-27b,student_g,11,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,11,Q2,2.0,True,False,True,False,True,True
qwen_qwen3.6-27b,student_g,11,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,11,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,11,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,11,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,11,Q7,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,11,Q8,2.0,True,False,True,True,True,False
qwen_qwen3.6-27b,student_g,11,Q9,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,11,Q10,2.0,False,False,True,True,True,True
qwen_qwen3.6-27b,student_g,12,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,12,Q2,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_g,12,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,12,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,12,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,12,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,12,Q7,3.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,12,Q8,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_g,12,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,12,Q10,2.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_g,13,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,13,Q2,2.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,13,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,13,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,13,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,13,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,13,Q7,3.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,13,Q8,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_g,13,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,13,Q10,2.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_g,14,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,14,Q2,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_g,14,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,14,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,14,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,14,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,14,Q7,3.0,False,False,True,False,False,False
qwen_qwen3.6-27b,student_g,14,Q8,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_g,14,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,14,Q10,2.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_g,15,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,15,Q2,2.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,15,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,15,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,15,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,15,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,15,Q7,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,15,Q8,2.0,True,False,True,True,True,False
qwen_qwen3.6-27b,student_g,15,Q9,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,15,Q10,2.0,True,True,True,False,True,True
qwen_qwen3.6-27b,student_g,16,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,16,Q2,2.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,16,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,16,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,16,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,16,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,16,Q7,3.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,16,Q8,2.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_g,16,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,16,Q10,2.0,True,True,True,False,True,True
qwen_qwen3.6-27b,student_g,17,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,17,Q2,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_g,17,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,17,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,17,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,17,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,17,Q7,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,17,Q8,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_g,17,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,17,Q10,2.0,False,False,True,True,True,True
qwen_qwen3.6-27b,student_g,18,Q1,2.0,True,True,False,False,True,False
qwen_qwen3.6-27b,student_g,18,Q2,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_g,18,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,18,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,18,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,18,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,18,Q7,2.0,True,True,True,False,True,True
qwen_qwen3.6-27b,student_g,18,Q8,1.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_g,18,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,18,Q10,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_g,19,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,19,Q2,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_g,19,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,19,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,19,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,19,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,19,Q7,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,19,Q8,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_g,19,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,19,Q10,2.0,True,True,True,True,True,True
qwen_qwen3.6-27b,student_g,20,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,20,Q2,2.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,20,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,20,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,20,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,20,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,20,Q7,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_g,20,Q8,1.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_g,20,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,20,Q10,2.0,True,True,True,False,True,True
qwen_qwen3.6-27b,student_g,21,Q1,2.0,True,True,False,False,True,False
qwen_qwen3.6-27b,student_g,21,Q2,2.0,True,False,False,False,True,True
qwen_qwen3.6-27b,student_g,21,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,21,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,21,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,21,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,21,Q7,2.0,True,True,True,False,True,True
qwen_qwen3.6-27b,student_g,21,Q8,1.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_g,21,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,21,Q10,2.0,True,True,True,True,True,False
qwen_qwen3.6-27b,student_g,22,Q1,2.0,True,True,False,False,True,False
qwen_qwen3.6-27b,student_g,22,Q2,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,22,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,22,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,22,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,22,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,22,Q7,3.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,22,Q8,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_g,22,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,22,Q10,2.0,True,True,True,False,True,True
qwen_qwen3.6-27b,student_g,23,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,23,Q2,2.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,23,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,23,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,23,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,23,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,23,Q7,2.0,True,True,True,True,False,False
qwen_qwen3.6-27b,student_g,23,Q8,1.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_g,23,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,23,Q10,2.0,True,False,True,True,False,False
qwen_qwen3.6-27b,student_g,24,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,24,Q2,2.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,24,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,24,Q4,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,24,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,24,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,24,Q7,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,24,Q8,2.0,True,False,True,True,True,False
qwen_qwen3.6-27b,student_g,24,Q9,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,24,Q10,2.0,True,True,True,False,True,True
qwen_qwen3.6-27b,student_g,25,Q1,2.0,True,True,False,False,False,False
qwen_qwen3.6-27b,student_g,25,Q2,2.0,True,True,True,False,False,False
qwen_qwen3.6-27b,student_g,25,Q3,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,25,Q4,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,25,Q5,3.0,True,False,False,False,False,False
qwen_qwen3.6-27b,student_g,25,Q6,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,25,Q7,3.0,True,False,True,False,False,False
qwen_qwen3.6-27b,student_g,25,Q8,2.0,False,False,True,True,False,False
qwen_qwen3.6-27b,student_g,25,Q9,3.0,True,False,False,False,False,False
