Run,Total,OverallComment,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q1_feedback,Q2_feedback,Q3_feedback,Q4_feedback,Q5_feedback,Q6_feedback,Q7_feedback,Q8_feedback,Q9_feedback,Q10_feedback
40,25,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, with most required steps present and correctly structured. The main issues are small deviations from the specified arguments (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling, and a slightly off extract_workflow call and final performance comparison). Tightening adherence to the exact function signatures and process described in the rubric will help you reach full credit on future labs.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. However, the rubric expected use of the pipe operator (dat |> skimr::skim()), so a small process-fidelity deduction applies.","You set the seed and used rsample::initial_split, training(), and testing() with a 0.75 prop, which is good. You omitted the required strata = 'Sale_Price' argument, so the split process is not fully as specified.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale and did not explicitly set base = exp(1) in step_log, so the process does not fully match the rubric.","You defined three parsnip models with appropriate engines and tunable parameters and set mode = 'regression' for the random forest. The only minor issue is that you did not explicitly call parsnip::set_mode for the linear models, though regression is the default; otherwise the workflow matches expectations.","You correctly applied parsnip::translate() to each of the three model objects, which satisfies the required workflow and expected output structure.","You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required, matching the expected process and output object.","You built all_workflows with workflowsets::workflow_set using the recipe and three models, and then unnested the info column with tidyr::unnest(info), which matches the rubric’s process and structure expectations.","You updated all_workflows with workflow_map and then correctly selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row, matching the required workflow.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared its output conceptually to your Exercise 8 results, which aligns with the rubric.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, fit on train and test, and computed a test/train MSE ratio. However, extract_workflow is called with an incorrect signature, and the best-id selection logic is more complex than needed; also the reported ratio differs from the expected reference, so partial credit is awarded."
41,21,"Your lab shows a solid grasp of tidymodels workflows, recipes, model specification, and workflowsets. Most exercises follow the intended process closely, with only minor deviations (e.g., missing strata in the split and using step_normalize instead of separate centering/scaling). To improve, pay closer attention to matching the exact arguments and function sequences requested in the rubric, and ensure any inspection steps (like broom::tidy on a prepped recipe) are clearly executed in the code.",2.5,2,2,2.5,3,3,3,3,,,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step, but this is a minor issue.","You set the seed, used initial_split, training(), and testing(), and used prop = 0.75. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies. However, you used step_normalize instead of separate step_center/step_scale and did not clearly show broom::tidy() on a prepped recipe (the tidy call is commented out by the pipe placement), so the examination step is incomplete.","You defined three parsnip models with the correct engines and tuned parameters, and set mode = 'regression' for the random forest. To be fully consistent, you should also explicitly set_mode('regression') for the linear models, but the core model specifications are correct.","You correctly called parsnip::translate() on each of the three model objects, which matches the expected workflow and would show the three engine-specific templates.","You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required, producing the appropriate bootstrap resampling object.","You built all_workflows with workflowsets::workflow_set using the recipe and all three models, and then unnested the info column with tidyr::unnest(info), matching the expected structure and process.","You updated all_workflows with workflow_map and then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row. This matches the required workflow and output structure.",,
42,21,"Your lab shows a solid understanding of tidymodels workflows, recipes, model specification, and workflowsets. Most exercises follow the intended process closely, with only minor deviations (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling, and a small issue with how broom::tidy() is applied). Addressing these details will help you align even more closely with the expected workflows in future labs.",2.5,2,2,2.5,3,3,3,3,,,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step without intermediate objects.","You set the seed, used initial_split, training(), and testing(), and created ames_train/ames_test with a 75% split. However, you omitted strata = 'Sale_Price', which was required for full credit.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies. However, you used step_normalize instead of separate step_center/step_scale and did not clearly show broom::tidy() on a prepped recipe object (the pipe into broom::tidy(norm_recipe) is incorrect), so the process is slightly off the rubric.","You defined three parsnip models with linear_reg and rand_forest, set engines correctly, and tuned penalty/mixture and trees/min_n. You did not explicitly set mode = 'regression' for the first two models, but parsnip will infer this; otherwise the setup matches the rubric well.","You correctly called parsnip::translate() on each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, which matches the expected workflow and output structure.",You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required. This matches the expected process and object type.,"You built a workflow_set with the recipe and all three models and then unnested the info column with tidyr::unnest(info), which matches the expected structure and examination of workflows.","You updated all_workflows with workflow_map using tune_grid and then correctly selected wflow_id/result, unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row. This follows the rubric exactly.",,
43,21,"Your lab shows a solid understanding of tidymodels workflows, recipes, model specification, resampling, and workflowsets. Most exercises follow the expected process closely, with only minor deviations (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling, and a slightly off tidy() call in Q3). Addressing these small issues would bring your work fully in line with the rubric’s expectations.",2.5,2,2,2.5,3,3,3,3,,,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step, but this is a minor issue.","You set the seed and used rsample::initial_split, training(), and testing(), with a 75% split. However, you omitted strata = 'Sale_Price', which was required for full credit.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies. However, you used step_normalize instead of separate step_center and step_scale, and you did not actually call broom::tidy() on the prepped recipe as written (the tidy() call is outside the pipeline), so the examination step is incomplete.","You specified the three models with linear_reg and rand_forest, used tune() for penalty/mixture and trees/min_n, and set engines correctly. You did not explicitly set mode = 'regression' for the first two models, but parsnip will default appropriately; overall the modeling setup is essentially correct.","You correctly called parsnip::translate() on each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, which matches the expected workflow and output structure.","You set the seed and created train_resamples <- rsample::bootstraps(ames_train) as required, producing the correct bootstrap resampling object.","You built all_workflows with workflowsets::workflow_set using a recipe and the three models, and then unnested the info column with tidyr::unnest(info), which matches the expected structure and process.","You updated all_workflows with workflow_map using appropriate arguments, then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row. This matches the required workflow and output.",,
44,23,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, with most required steps present and correctly structured. The main issues are small deviations from the specified arguments (e.g., missing strata in the split, not explicitly using step_center/step_scale) and a slightly off implementation of extract_workflow/finalization in Q10. Tightening those details to match the rubric instructions would bring this very close to full credit.",2.5,2,2,2.5,3,3,3,3,3,2,"Correct use of skimr::skim(dat) and clear statement of no missing data. To fully match the rubric, pipe dat into skim() (dat |> skimr::skim()) in a single step.","You correctly used set.seed(), initial_split(), training(), and testing(), and created ames_train/ames_test with a 75% split. However, you omitted strata = 'Sale_Price', which was required for full credit.","You created an appropriate recipe with log transform, normalization, step_other, and dummies, and prepped it. However, you did not use step_center and step_scale explicitly as requested, and broom::tidy() is not actually applied to the prepped object (it appears after the pipeline).","All three models are specified with correct engines and tuning parameters, and the random forest has mode set to regression. For full alignment with the rubric, explicitly set mode = 'regression' on all three models.","You correctly called parsnip::translate() on each of the three model objects, satisfying the required workflow and output inspection.",You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required; this matches the expected process and output.,"You built a workflow_set with the recipe and all three models and unnested the info column, correctly showing the workflow structure and contents.","Your code updates all_workflows with workflow_map(), then selects, unnests, filters for rmse, groups, arranges by .estimate, and slices the top row per workflow, matching the required process.","You correctly used workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results.","You extracted a best workflow, finalized it with trees and min_n, and fit to both training and test data, computing the MSE ratio. However, extract_workflow() is misused (extra all_workflows argument), and the best-id selection logic is more complex than needed and may not match the specified 'base_forest' workflow and parameters from the rubric."
45,21,"Your lab shows a solid grasp of the tidymodels workflow, with all major steps present and generally correct. Most deductions are for small deviations from the specified process (e.g., missing strata in the split, using step_normalize instead of separate centering/scaling, and minor piping issues). Tightening those details to match the rubric exactly will bring your work to full credit in future labs.",2.5,2,2,2.5,3,3,3,3,,,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step without intermediate objects.","You set the seed, used rsample::initial_split, and created ames_train and ames_test with prop = 0.75, but you omitted strata = 'Sale_Price'. Add the strata argument to ensure stratified splitting as specified.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies. However, you used step_normalize instead of separate step_center and step_scale, and the prep/tidy call is not correctly chained (broom::tidy(norm_recipe) is outside the pipeline). Use step_center and step_scale explicitly and ensure prep() then broom::tidy() are applied to the recipe object.","You defined the three models with linear_reg, rand_forest, set_engine, and tuned penalty/mixture and trees/min_n, and set_mode('regression') for the forest. To be fully consistent, also set_mode('regression') on the linear models and explicitly use parsnip::tune() rather than relying on unqualified tune().","You correctly called parsnip::translate() on each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, which matches the expected process and output structure.","You set the seed and created train_resamples <- rsample::bootstraps(ames_train) as required, producing the appropriate bootstrap resampling object.","You built all_workflows with workflowsets::workflow_set using a recipe and the three models, and then unnested the info column with tidyr::unnest(info), matching the expected workflow and structure.","You updated all_workflows with workflow_map and then selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row. This matches the required sequence and output intent.",,
46,23,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets, with most required steps present and correctly structured. The main deductions are for missing stratification in the data split, not following the exact recipe/prep pattern, and a slightly off use of extract_workflow in Exercise 10. Tightening those details will bring your work fully in line with the rubric expectations.",2.5,2,2,2.5,3,3,3,3,3,2,"Correct use of skimr::skim(dat) and clear statement of no missing data. To fully match the rubric, pipe dat into skim() (dat |> skimr::skim()) in a single step.","You correctly used set.seed(), initial_split(), training(), and testing(), and created ames_train/ames_test with a 75% split. However, you omitted strata = 'Sale_Price', which was required for full credit.","Recipe uses the correct formula, log-transforms the outcome, normalizes numeric predictors, pools Neighborhood, and creates dummies. However, you did not use step_center and step_scale explicitly as requested, and prep()/broom::tidy() are not used in the intended way (tidy is called on the original object, not the prepped recipe).","All three models are specified with the correct parsnip functions, engines, and tunable parameters; the random forest has mode set to regression. For full credit, also set mode = 'regression' explicitly on the linear models to match the solution pattern.","You correctly applied parsnip::translate() to each of lm_mod_base, lm_mod_glmnet, and lm_mod_rforest, which matches the expected workflow and output structure.",You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required; this matches the expected process and output.,"You built all_workflows with workflowsets::workflow_set using the recipe and three models, and unnested the info column with tidyr::unnest(info), matching the expected structure and process.","Your code updates all_workflows with workflow_map() and then correctly selects wflow_id and result, unnests result and .metrics, filters for rmse, groups, arranges by descending .estimate, and slices the top row per workflow as required.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it to your Exercise 8 summary, which satisfies the rubric’s requirements.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, and fit on train/test data, computing a test/train MSE ratio close to the expected value. However, extract_workflow is called with an incorrect signature, and the best-id selection logic is more complex than needed; keep to the simpler extract_workflow('base_forest') pattern for full credit."
47,25,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, tuning, and evaluation. Most exercises follow the intended process closely, with only minor deviations (e.g., missing stratification in the split, not explicitly using broom::tidy on the prepped recipe, and a slightly off extract_workflow call). Tightening those details will bring your work fully in line with the rubric and make your code more robust and reproducible.",2.5,2,2,2.5,3,3,3,3,3,2,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) rather than calling skim() directly.","You set the seed, used rsample::initial_split, and created ames_train and ames_test with prop = 0.75, but you omitted the strata = 'Sale_Price' argument. Add stratification on Sale_Price to fully meet the rubric.","Your recipe uses the correct formula, log-transforms the outcome, normalizes numeric predictors, pools Neighborhood, and creates dummies, and you call prep(). However, you don’t specify base = exp(1) in step_log and you don’t use broom::tidy() on the prepped recipe as requested; also the broom::tidy(norm_recipe) line is commented out by the preceding pipe. Adjust these to fully align with the expected process.","You defined all three models with the correct parsnip functions, engines, and tunable parameters, and set mode = 'regression' for the random forest. To be fully explicit and consistent with the rubric, also set mode = 'regression' on the linear_reg models.","You correctly applied parsnip::translate() to each of the three model objects, which will display the underlying engine-specific templates as required.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), matching the expected bootstrap resampling process.","You created a workflow_set with the base recipe and all three models and then unnested the info column with tidyr::unnest(info), which matches the required workflow structure and examination.","You updated all_workflows with workflow_map using tune_grid and then correctly unnested result and .metrics, filtered for rmse, grouped by wflow_id, arranged by descending .estimate, and sliced the top row. This matches the expected tuning summary process.","You called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, satisfying the rubric requirements.","You extracted a best workflow, finalized it with trees and min_n, updated the recipe, fit on train and test, and computed a test/train MSE ratio. However, extract_workflow is called with an incorrect signature, and the best-id selection logic is more complex than needed. Align extract_workflow usage with the solution pattern and ensure the workflow id is passed correctly."
48,21,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and workflowsets. Most exercises follow the expected structure closely, with only minor deviations (e.g., missing strata in the split and using step_normalize instead of separate centering and scaling). To improve, pay closer attention to matching the exact arguments and function forms requested in the rubric, especially for data splitting and recipe steps.",2.5,2,2,2.5,3,3,3,3,,,"You correctly used skimr::skim(dat) and stated there is no missing data. To fully match the expected workflow, pipe dat into skim() (dat |> skimr::skim()) in a single step, but this is a minor issue.","You set the seed, used rsample::initial_split, and created ames_train and ames_test with a 75% split, which is good. However, you omitted strata = 'Sale_Price', which was required for full credit.","You created a recipe with the correct formula, log-transformed the outcome, normalized numeric predictors, pooled Neighborhood, and created dummies, then prepped the recipe. However, you used step_normalize instead of separate step_center and step_scale, and the broom::tidy(norm_recipe) call is outside the recipe pipeline, so the examination step is not clearly implemented as specified.","You defined all three models with appropriate engines and tunable parameters and set mode = 'regression' for the random forest. For full alignment with the rubric, you should explicitly call parsnip::tune() (with namespace) and set_mode('regression') for all three models, but the intent is essentially correct.","You correctly called parsnip::translate() on each of the three model objects, which matches the expected workflow and structure.",You set the seed and created train_resamples with rsample::bootstraps(ames_train) as required; this matches the expected process and output structure.,"You built a workflow_set with the base recipe and all three models and then unnested the info column to inspect the structure, which fully matches the rubric expectations.","You updated all_workflows with workflow_map and then correctly selected wflow_id and result, unnested result and .metrics, filtered for rmse, grouped, arranged by descending .estimate, and sliced the top row per workflow. This matches the required process.",,
49,23,"Your lab shows solid understanding of tidymodels workflows, recipes, model specification, and tuning, and most exercises follow the intended structure closely. The main issues are small deviations from the specified arguments (e.g., missing strata in the split, not using the exact extract_workflow pattern) and a couple of minor recipe/inspection details. Tightening those pieces to match the rubric instructions would bring this to full credit.",2.5,2,2,2.5,3,3,3,3,3,2,"Correct use of skimr::skim(dat) and clear statement of no missing data. To fully match the rubric, pipe dat into skim() (dat |> skimr::skim()) in a single step.","You correctly used set.seed(), initial_split(), training(), and testing(), and created ames_train/ames_test. However, you omitted strata = 'Sale_Price', and the rubric expects that argument for full credit.","Recipe uses the correct formula, log-transforms the outcome, normalizes numeric predictors, pools Neighborhood, and creates dummies, and you call prep(). However, you don’t use broom::tidy() on the prepped recipe as requested, and the final broom::tidy(norm_recipe) call is outside the pipeline and would not work as written.","All three models are specified with appropriate engines and tuning parameters, and the random forest has mode = 'regression'. For full credit, explicitly set mode = 'regression' on all three models to match the solution pattern.","You correctly call parsnip::translate() on each of the three model objects, satisfying the required workflow and output inspection.",You set the seed and create train_resamples with rsample::bootstraps(ames_train) as required; this matches the expected process and output.,"You build a workflow_set with the base recipe and all three models and then unnest the info column, which matches the expected structure and examination of workflows.","You correctly map tune_grid via workflow_map and then unnest result and .metrics, filter for rmse, group by wflow_id, arrange by .estimate, and slice the top row, matching the rubric’s required process.","You call workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compare it conceptually to your Exercise 8 results, which satisfies the criteria.","You identify a best workflow id, extract a workflow, finalize it with trees and min_n, update the recipe, fit on train/test, and compute the MSE ratio. However, extract_workflow is called with incorrect arguments, and the rubric expects specifically extracting 'base_forest' and using the given best parameters; these deviations reduce process fidelity."
50,23,"Your lab shows a solid understanding of tidymodels workflows, recipes, model specification, and tuning, with all major steps present and mostly correct. The main deductions are for missing stratification in the data split, slight deviations from the specified recipe steps, and minor syntax/argument issues in the final model extraction. Tightening those details would bring this very close to full credit.",2.5,2,2,2.5,3,3,3,3,3,2,"Correct use of skimr::skim(dat) and clear statement of no missing data. To fully match the rubric, pipe dat into skim() (dat |> skimr::skim()) in a single step.","You correctly used set.seed(), initial_split(), training(), and testing(), and created ames_train/ames_test with a 75% split. However, you omitted strata = 'Sale_Price', so the split is not stratified as required.","You created an appropriate recipe with log transform, normalization, step_other, and dummies, and prepped it. However, you used step_normalize instead of separate step_center and step_scale, and the broom::tidy() call is outside the pipeline, so the examination step is not clearly implemented as in the rubric.","All three models are specified with correct parsnip functions, engines, and tunable parameters. You did not explicitly set mode = 'regression' for the first two models, but parsnip will infer this; otherwise the process matches expectations.","You correctly applied parsnip::translate() to each of the three model objects, which will display the underlying engine-specific templates as required.","You set the seed and created train_resamples with rsample::bootstraps(ames_train), matching the expected process and output structure.","You built a workflow_set with the base recipe and all three models, and unnested the info column to inspect the structure. This matches the required workflow construction and examination.","Your code maps workflow_map over all_workflows and then correctly unnests result and .metrics, filters for rmse, groups by wflow_id, orders by .estimate, and slices the top row. This follows the specified workflow and will yield the best rmse per workflow.","You correctly called workflowsets::rank_results(all_workflows, rank_metric = 'rmse', select_best = TRUE) and compared it conceptually to your Exercise 8 results, satisfying the rubric requirements.","You extracted a best workflow (though the extract_workflow call has an extra argument), finalized it with trees and min_n, updated the recipe, and fit on train and test data, computing a test/train MSE ratio. Minor issues in the extraction syntax and not explicitly using the specified 'base_forest' id prevent full credit."
